# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-10 10:26:03 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01474500 Schuylkill River at Philadelphia, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01474500
#            TS   parameter     statistic     Description
#        118500       00060     00003     Discharge, cubic feet per second (Mean)
#        118501       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        118502       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        118503       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        118504       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        118505       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        118506       00300     00003     Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)
#        118507       00010     00001     Temperature, water, degrees Celsius (Maximum), [(2)]
#        118508       00010     00002     Temperature, water, degrees Celsius (Minimum), [(2)]
#        118509       00010     00003     Temperature, water, degrees Celsius (Mean), [(2)]
#        118510       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        118511       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        118513       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#        118514       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#        118515       00011     00001     Temperature, water, degrees Fahrenheit (Maximum)
#        118516       00011     00002     Temperature, water, degrees Fahrenheit (Minimum)
#        118517       00011     00003     Temperature, water, degrees Fahrenheit (Mean)
#        251571       00010     00003     Temperature, water, degrees Celsius (Mean)
#        251572       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        251573       00010     00002     Temperature, water, degrees Celsius (Minimum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	118500_00060_00003	118500_00060_00003_cd	118501_00095_00001	118501_00095_00001_cd	118502_00095_00002	118502_00095_00002_cd	118503_00095_00003	118503_00095_00003_cd	118504_00300_00001	118504_00300_00001_cd	118505_00300_00002	118505_00300_00002_cd	118506_00300_00003	118506_00300_00003_cd	118507_00010_00001	118507_00010_00001_cd	118508_00010_00002	118508_00010_00002_cd	118509_00010_00003	118509_00010_00003_cd	118510_00400_00001	118510_00400_00001_cd	118511_00400_00002	118511_00400_00002_cd	118513_80154_00003	118513_80154_00003_cd	118514_80155_00003	118514_80155_00003_cd	118515_00011_00001	118515_00011_00001_cd	118516_00011_00002	118516_00011_00002_cd	118517_00011_00003	118517_00011_00003_cd	251571_00010_00003	251571_00010_00003_cd	251572_00010_00001	251572_00010_00001_cd	251573_00010_00002	251573_00010_00002_cd
USGS	01474500	2012-01-12	8760	A																																						
USGS	01474500	2012-01-13	7490	A																																						
USGS	01474500	2012-01-14	5300	A																																						
USGS	01474500	2012-01-15	4300	A																																						
USGS	01474500	2012-01-16	3770	A																																						
USGS	01474500	2012-01-17	3650	A																																						
USGS	01474500	2012-01-18	4130	A																																						
USGS	01474500	2012-01-19	3700	A																																						
USGS	01474500	2012-01-20	3250	A																																						
USGS	01474500	2012-01-21	3070	A																																						
USGS	01474500	2012-01-22	2950	A																																						
USGS	01474500	2012-01-23	3030	A																																						
USGS	01474500	2012-01-24	4990	A																																						
USGS	01474500	2012-01-25	4730	A																																						
USGS	01474500	2012-01-26	4220	A																																						
USGS	01474500	2012-01-27	5850	A																																						
USGS	01474500	2012-01-28	8120	A																																						
USGS	01474500	2012-01-29	6320	A																																						
USGS	01474500	2012-01-30	5450	A																																						
USGS	01474500	2012-01-31	4950	A																																						
USGS	01474500	2012-02-01	4590	A																																						
USGS	01474500	2012-02-02	4140	A																																						
USGS	01474500	2012-02-03	3710	A																																						
USGS	01474500	2012-02-04	3460	A																																						
USGS	01474500	2012-02-05	3300	A																																						
USGS	01474500	2012-02-06	3170	A																																						
USGS	01474500	2012-02-07	2950	A																																						
USGS	01474500	2012-02-08	2810	A																																						
USGS	01474500	2012-02-09	2820	A																																						
USGS	01474500	2012-02-10	2730	A																																						
USGS	01474500	2012-02-11	2770	A																																						
USGS	01474500	2012-02-12	2860	A																																						
USGS	01474500	2012-02-13	2670	A																																						
USGS	01474500	2012-02-14	2460	A																																						
USGS	01474500	2012-02-15	2360	A																																						
USGS	01474500	2012-02-16	2270	A																																						
USGS	01474500	2012-02-17	2390	A																																						
USGS	01474500	2012-02-18	2360	A																																						
USGS	01474500	2012-02-19	2200	A																																						
USGS	01474500	2012-02-20	2100	A																																						
USGS	01474500	2012-02-21	2030	A																																						
USGS	01474500	2012-02-22	1980	A																																						
USGS	01474500	2012-02-23	2030	A																																						
USGS	01474500	2012-02-24	2160	A																																						
USGS	01474500	2012-02-25	2380	A																																						
USGS	01474500	2012-02-26	2120	A																																						
USGS	01474500	2012-02-27	1920	A																																						
USGS	01474500	2012-02-28	1870	A																																						
USGS	01474500	2012-02-29	2380	A																																						
USGS	01474500	2012-03-01	6050	A																																						
USGS	01474500	2012-03-02	4090	A																																						
USGS	01474500	2012-03-03	3580	A																																						
USGS	01474500	2012-03-04	3470	A																																						
USGS	01474500	2012-03-05	2950	A																																						
USGS	01474500	2012-03-06	2630	A																																						
USGS	01474500	2012-03-07	2410	A																																						
USGS	01474500	2012-03-08	2330	A																																						
USGS	01474500	2012-03-09	2330	A																																						
USGS	01474500	2012-03-10	2240	A																																						
USGS	01474500	2012-03-11	2050	A																																						
USGS	01474500	2012-03-12	1980	A																																						
USGS	01474500	2012-03-13	1940	A																																						
USGS	01474500	2012-03-14	1880	A																																						
USGS	01474500	2012-03-15	1770	A																																						
USGS	01474500	2012-03-16	1760	A																																						
USGS	01474500	2012-03-17	1700	A																																						
USGS	01474500	2012-03-18	1610	A																																						
USGS	01474500	2012-03-19	1580	A																																						
USGS	01474500	2012-03-20	1550	A																																						
USGS	01474500	2012-03-21	1510	A																																						
USGS	01474500	2012-03-22	1460	A																																						
USGS	01474500	2012-03-23	1410	A																																						
USGS	01474500	2012-03-24	1390	A																																						
USGS	01474500	2012-03-25	1420	A																																						
USGS	01474500	2012-03-26	1390	A																																						
USGS	01474500	2012-03-27	1310	A																																						
USGS	01474500	2012-03-28	1230	A																																						
USGS	01474500	2012-03-29	1200	A																																						
USGS	01474500	2012-03-30	1220	A																																						
USGS	01474500	2012-03-31	1490	A																																						
USGS	01474500	2012-04-01	1720	A																																						
USGS	01474500	2012-04-02	1590	A																																						
USGS	01474500	2012-04-03	1500	A																																						
USGS	01474500	2012-04-04	1360	A																																						
USGS	01474500	2012-04-05	1240	A																																						
USGS	01474500	2012-04-06	1120	A																																						
USGS	01474500	2012-04-07	990	A																																						
USGS	01474500	2012-04-08	1010	A																																						
USGS	01474500	2012-04-09	1010	A																																						
USGS	01474500	2012-04-10	962	A																																						
USGS	01474500	2012-04-11	948	A																																						
USGS	01474500	2012-04-12	930	A																																						
USGS	01474500	2012-04-13	897	A																																						
USGS	01474500	2012-04-14	852	A																																						
USGS	01474500	2012-04-15	851	A																																						
USGS	01474500	2012-04-16	893	A																																						
USGS	01474500	2012-04-17	861	A																																						
USGS	01474500	2012-04-18	787	A																																						
USGS	01474500	2012-04-19	801	A																																						
USGS	01474500	2012-04-20	796	A																																						
USGS	01474500	2012-04-21	835	A																																						
USGS	01474500	2012-04-22	1690	A																																						
USGS	01474500	2012-04-23	10400	A																																						
USGS	01474500	2012-04-24	4440	A																																						
USGS	01474500	2012-04-25	2600	A																																						
USGS	01474500	2012-04-26	1910	A																																						
USGS	01474500	2012-04-27	1670	A																																						
USGS	01474500	2012-04-28	1520	A																																						
USGS	01474500	2012-04-29	1390	A																																						
USGS	01474500	2012-04-30	1310	A																																						
USGS	01474500	2012-05-01	1400	A																																						
USGS	01474500	2012-05-02	1510	A																																						
USGS	01474500	2012-05-03	1660	A																																						
USGS	01474500	2012-05-04	1840	A																																						
USGS	01474500	2012-05-05	2170	A																																						
USGS	01474500	2012-05-06	1900	A																																						
USGS	01474500	2012-05-07	1720	A																																						
USGS	01474500	2012-05-08	1540	A																																						
USGS	01474500	2012-05-09	1890	A																																						
USGS	01474500	2012-05-10	2990	A																																						
USGS	01474500	2012-05-11	2620	A																																						
USGS	01474500	2012-05-12	2230	A																																						
USGS	01474500	2012-05-13	1910	A																																						
USGS	01474500	2012-05-14	1780	A																																						
USGS	01474500	2012-05-15	3660	A																																						
USGS	01474500	2012-05-16	12200	A																																						
USGS	01474500	2012-05-17	6450	A																																						
USGS	01474500	2012-05-18	4690	A																																						
USGS	01474500	2012-05-19	3500	A																																						
USGS	01474500	2012-05-20	2900	A																																						
USGS	01474500	2012-05-21	2550	A																																						
USGS	01474500	2012-05-22	2320	A																																						
USGS	01474500	2012-05-23	2180	A																																						
USGS	01474500	2012-05-24	2710	A																																						
USGS	01474500	2012-05-25	3240	A																																						
USGS	01474500	2012-05-26	2530	A																																						
USGS	01474500	2012-05-27	4180	A																																						
USGS	01474500	2012-05-28	5520	A																																						
USGS	01474500	2012-05-29	3840	A																																						
USGS	01474500	2012-05-30	4470	A																																						
USGS	01474500	2012-05-31	4030	A																																						
USGS	01474500	2012-06-01	3080	A																																						
USGS	01474500	2012-06-02	10300	A																																						
USGS	01474500	2012-06-03	9700	A																																						
USGS	01474500	2012-06-04	6910	A																																						
USGS	01474500	2012-06-05	5150	A																																						
USGS	01474500	2012-06-06	4380	A																																						
USGS	01474500	2012-06-07	3530	A																																						
USGS	01474500	2012-06-08	2950	A																																						
USGS	01474500	2012-06-09	2640	A																																						
USGS	01474500	2012-06-10	2380	A																																						
USGS	01474500	2012-06-11	2150	A																																						
USGS	01474500	2012-06-12	2070	A																																						
USGS	01474500	2012-06-13	2790	A																																						
USGS	01474500	2012-06-14	3550	A																																						
USGS	01474500	2012-06-15	2570	A																																						
USGS	01474500	2012-06-16	2160	A																																						
USGS	01474500	2012-06-17	1870	A																																						
USGS	01474500	2012-06-18	1720	A																																						
USGS	01474500	2012-06-19	1620	A																																						
USGS	01474500	2012-06-20	1560	A																																						
USGS	01474500	2012-06-21	1420	A																																						
USGS	01474500	2012-06-22	1420	A																																						
USGS	01474500	2012-06-23	1290	A																																						
USGS	01474500	2012-06-24	1170	A																																						
USGS	01474500	2012-06-25	1110	A																																						
USGS	01474500	2012-06-26	1030	A																																						
USGS	01474500	2012-06-27	1050	A																																						
USGS	01474500	2012-06-28	917	A																																						
USGS	01474500	2012-06-29	948	A																																						
USGS	01474500	2012-06-30	1020	A																																						
USGS	01474500	2012-07-01	908	A																																						
USGS	01474500	2012-07-02	798	A																																						
USGS	01474500	2012-07-03	692	A																																						
USGS	01474500	2012-07-04	605	A																																						
USGS	01474500	2012-07-05	685	A																																						
USGS	01474500	2012-07-06	615	A																																						
USGS	01474500	2012-07-07	574	A																																						
USGS	01474500	2012-07-08	583	A																																						
USGS	01474500	2012-07-09	692	A																																						
USGS	01474500	2012-07-10	639	A																																						
USGS	01474500	2012-07-11	559	A																																						
USGS	01474500	2012-07-12	522	A																																						
USGS	01474500	2012-07-13	508	A																																						
USGS	01474500	2012-07-14	578	A																																						
USGS	01474500	2012-07-15	624	A																																						
USGS	01474500	2012-07-16	1840	A																																						
USGS	01474500	2012-07-17	1100	A																																						
USGS	01474500	2012-07-18	800	A																																						
USGS	01474500	2012-07-19	625	A																																						
USGS	01474500	2012-07-20	1870	A																																						
USGS	01474500	2012-07-21	1560	A																																						
USGS	01474500	2012-07-22	1190	A																																						
USGS	01474500	2012-07-23	924	A																																						
USGS	01474500	2012-07-24	761	A																																						
USGS	01474500	2012-07-25	818	A																																						
USGS	01474500	2012-07-26	601	A																																						
USGS	01474500	2012-07-27	686	A																																						
USGS	01474500	2012-07-28	753	A																																						
USGS	01474500	2012-07-29	1260	A																																						
USGS	01474500	2012-07-30	1180	A																																						
USGS	01474500	2012-07-31	1150	A																																						
USGS	01474500	2012-08-01	1080	A																																						
USGS	01474500	2012-08-02	1480	A																																						
USGS	01474500	2012-08-03	1050	A																																						
USGS	01474500	2012-08-04	767	A																																						
USGS	01474500	2012-08-05	658	A																																						
USGS	01474500	2012-08-06	1120	A																																						
USGS	01474500	2012-08-07	1020	A																																						
USGS	01474500	2012-08-08	773	A																																						
USGS	01474500	2012-08-09	584	A																																						
USGS	01474500	2012-08-10	2010	A																																						
USGS	01474500	2012-08-11	1660	A																																						
USGS	01474500	2012-08-12	1570	A																																						
USGS	01474500	2012-08-13	1070	A																																						
USGS	01474500	2012-08-14	1660	A																																						
USGS	01474500	2012-08-15	2270	A																																						
USGS	01474500	2012-08-16	2310	A																																						
USGS	01474500	2012-08-17	1320	A																																						
USGS	01474500	2012-08-18	2530	A																																						
USGS	01474500	2012-08-19	1470	A																																						
USGS	01474500	2012-08-20	1060	A																																						
USGS	01474500	2012-08-21	821	A																																						
USGS	01474500	2012-08-22	753	A																																						
USGS	01474500	2012-08-23	709	A																																						
USGS	01474500	2012-08-24	611	A																																						
USGS	01474500	2012-08-25	526	A																																						
USGS	01474500	2012-08-26	513	A																																						
USGS	01474500	2012-08-27	1670	A																																						
USGS	01474500	2012-08-28	1110	A																																						
USGS	01474500	2012-08-29	691	A																																						
USGS	01474500	2012-08-30	560	A																																						
USGS	01474500	2012-08-31	475	A																																						
USGS	01474500	2012-09-01	389	A																																						
USGS	01474500	2012-09-02	430	A																																						
USGS	01474500	2012-09-03	2130	A																																						
USGS	01474500	2012-09-04	2670	A																																						
USGS	01474500	2012-09-05	2600	A																																						
USGS	01474500	2012-09-06	1600	A																																						
USGS	01474500	2012-09-07	1340	A																																						
USGS	01474500	2012-09-08	985	A																																						
USGS	01474500	2012-09-09	1290	A																																						
USGS	01474500	2012-09-10	1290	A																																						
USGS	01474500	2012-09-11	1000	A																																						
USGS	01474500	2012-09-12	746	A																																						
USGS	01474500	2012-09-13	660	A																																						
USGS	01474500	2012-09-14	627	A																																						
USGS	01474500	2012-09-15	614	A																																						
USGS	01474500	2012-09-16	620	A																																						
USGS	01474500	2012-09-17	611	A																																						
USGS	01474500	2012-09-18	1200	A																																						
USGS	01474500	2012-09-19	8150	A																																						
USGS	01474500	2012-09-20	7050	A																																						
USGS	01474500	2012-09-21	4080	A																																						
USGS	01474500	2012-09-22	2660	A																																						
USGS	01474500	2012-09-23	1930	A																																						
USGS	01474500	2012-09-24	1650	A																																						
USGS	01474500	2012-09-25	1400	A																																						
USGS	01474500	2012-09-26	1190	A																																						
USGS	01474500	2012-09-27	1130	A																																						
USGS	01474500	2012-09-28	1150	A																																						
USGS	01474500	2012-09-29	1280	A																																						
USGS	01474500	2012-09-30	1330	A																																						
USGS	01474500	2012-10-01	1140	A																																						
USGS	01474500	2012-10-02	1150	A																																						
USGS	01474500	2012-10-03	4060	A																																						
USGS	01474500	2012-10-04	3890	A																																						
USGS	01474500	2012-10-05	2720	A																																						
USGS	01474500	2012-10-06	2110	A																																						
USGS	01474500	2012-10-07	1800	A																																						
USGS	01474500	2012-10-08	1610	A																																						
USGS	01474500	2012-10-09	1530	A																																						
USGS	01474500	2012-10-10	1390	A																																						
USGS	01474500	2012-10-11	1150	A																																						
USGS	01474500	2012-10-12	1090	A																																						
USGS	01474500	2012-10-13	1000	A																																						
USGS	01474500	2012-10-14	951	A																																						
USGS	01474500	2012-10-15	1130	A																																						
USGS	01474500	2012-10-16	1550	A																																						
USGS	01474500	2012-10-17	1460	A																																						
USGS	01474500	2012-10-18	1230	A																																						
USGS	01474500	2012-10-19	3050	A																																						
USGS	01474500	2012-10-20	7370	A																																						
USGS	01474500	2012-10-21	5950	A																																						
USGS	01474500	2012-10-22	4430	A																																						
USGS	01474500	2012-10-23	3310	A																																						
USGS	01474500	2012-10-24	2630	A																																						
USGS	01474500	2012-10-25	2330	A																																						
USGS	01474500	2012-10-26	2140	A																																						
USGS	01474500	2012-10-27	2250	A																																						
USGS	01474500	2012-10-28	2180	A																																						
USGS	01474500	2012-10-29	6770	A																																						
USGS	01474500	2012-10-30	25700	A																																						
USGS	01474500	2012-10-31	16400	A																																						
USGS	01474500	2012-11-01	10600	A																																						
USGS	01474500	2012-11-02	7600	A																																						
USGS	01474500	2012-11-03	5910	A																																						
USGS	01474500	2012-11-04	4840	A																																						
USGS	01474500	2012-11-05	4260	A																																						
USGS	01474500	2012-11-06	3580	A																																						
USGS	01474500	2012-11-07	2880	A																																						
USGS	01474500	2012-11-08	2600	A																																						
USGS	01474500	2012-11-09	2330	A																																						
USGS	01474500	2012-11-10	2130	A																																						
USGS	01474500	2012-11-11	2010	A																																						
USGS	01474500	2012-11-12	1970	A																																						
USGS	01474500	2012-11-13	2040	A																																						
USGS	01474500	2012-11-14	3250	A																																						
USGS	01474500	2012-11-15	2800	A																																						
USGS	01474500	2012-11-16	2310	A																																						
USGS	01474500	2012-11-17	2000	A																																						
USGS	01474500	2012-11-18	1890	A																																						
USGS	01474500	2012-11-19	1830	A																																						
USGS	01474500	2012-11-20	1790	A																																						
USGS	01474500	2012-11-21	1700	A																																						
USGS	01474500	2012-11-22	1640	A																																						
USGS	01474500	2012-11-23	1570	A																																						
USGS	01474500	2012-11-24	1500	A																																						
USGS	01474500	2012-11-25	1490	A																																						
USGS	01474500	2012-11-26	1470	A																																						
USGS	01474500	2012-11-27	1580	A																																						
USGS	01474500	2012-11-28	1690	A																																						
USGS	01474500	2012-11-29	1640	A																																						
USGS	01474500	2012-11-30	1510	A																																						
USGS	01474500	2012-12-01	1390	A																																						
USGS	01474500	2012-12-02	1380	A																																						
USGS	01474500	2012-12-03	1350	A																																						
USGS	01474500	2012-12-04	1290	A																																						
USGS	01474500	2012-12-05	1290	A																																						
USGS	01474500	2012-12-06	1270	A																																						
USGS	01474500	2012-12-07	1180	A																																						
USGS	01474500	2012-12-08	1500	A																																						
USGS	01474500	2012-12-09	1660	A																																						
USGS	01474500	2012-12-10	1830	A																																						
USGS	01474500	2012-12-11	2170	A																																						
USGS	01474500	2012-12-12	2120	A																																						
USGS	01474500	2012-12-13	1930	A																																						
USGS	01474500	2012-12-14	1740	A																																						
USGS	01474500	2012-12-15	1600	A																																						
USGS	01474500	2012-12-16	1590	A																																						
USGS	01474500	2012-12-17	1620	A																																						
USGS	01474500	2012-12-18	1940	A																																						
USGS	01474500	2012-12-19	2420	A																																						
USGS	01474500	2012-12-20	1980	A																																						
USGS	01474500	2012-12-21	18100	A																																						
USGS	01474500	2012-12-22	13700	A																																						
USGS	01474500	2012-12-23	7660	A																																						
USGS	01474500	2012-12-24	5500	A																																						
USGS	01474500	2012-12-25	4650	A																																						
USGS	01474500	2012-12-26	4590	A																																						
USGS	01474500	2012-12-27	9330	A																																						
USGS	01474500	2012-12-28	5340	A																																						
USGS	01474500	2012-12-29	3930	A																																						
USGS	01474500	2012-12-30	3500	A																																						
USGS	01474500	2012-12-31	3150	A																																						
USGS	01474500	2013-01-01	2790	A																																						
USGS	01474500	2013-01-02	2620	A																																						
USGS	01474500	2013-01-03	2420	A																																						
USGS	01474500	2013-01-04	2220	A																																						
USGS	01474500	2013-01-05	2060	A																																						
USGS	01474500	2013-01-06	1980	A																																						
USGS	01474500	2013-01-07	1930	A																																						
USGS	01474500	2013-01-08	1870	A																																						
USGS	01474500	2013-01-09	1800	A																																						
USGS	01474500	2013-01-10	1740	A																																						
USGS	01474500	2013-01-11	1710	A																																						
USGS	01474500	2013-01-12	2690	A																																						
USGS	01474500	2013-01-13	2470	A																																						
USGS	01474500	2013-01-14	2220	A																																						
USGS	01474500	2013-01-15	2440	A																																						
USGS	01474500	2013-01-16	7300	A																																						
USGS	01474500	2013-01-17	5800	A																																						
USGS	01474500	2013-01-18	4100	A																																						
USGS	01474500	2013-01-19	3500	A																																						
USGS	01474500	2013-01-20	3210	A																																						
USGS	01474500	2013-01-21	2950	A																																						
USGS	01474500	2013-01-22	2730	A																																						
USGS	01474500	2013-01-23	2180	A																																						
USGS	01474500	2013-01-24	1840	A																																						
USGS	01474500	2013-01-25	1760	A																																						
USGS	01474500	2013-01-26	1750	A																																						
USGS	01474500	2013-01-27	1730	A																																						
USGS	01474500	2013-01-28	1920	A																																						
USGS	01474500	2013-01-29	2030	A																																						
USGS	01474500	2013-01-30	2140	A																																						
USGS	01474500	2013-01-31	23900	A																																						
USGS	01474500	2013-02-01	13800	A																																						
USGS	01474500	2013-02-02	7750	A																																						
USGS	01474500	2013-02-03	5970	A																																						
USGS	01474500	2013-02-04	5180	A																																						
USGS	01474500	2013-02-05	4540	A																																						
USGS	01474500	2013-02-06	3890	A																																						
USGS	01474500	2013-02-07	3360	A																																						
USGS	01474500	2013-02-08	3050	A																																						
USGS	01474500	2013-02-09	3080	A																																						
USGS	01474500	2013-02-10	2830	A																																						
USGS	01474500	2013-02-11	3050	A																																						
USGS	01474500	2013-02-12	4190	A																																						
USGS	01474500	2013-02-13	3580	A																																						
USGS	01474500	2013-02-14	3340	A																																						
USGS	01474500	2013-02-15	3280	A																																						
USGS	01474500	2013-02-16	3180	A																																						
USGS	01474500	2013-02-17	3280	A																																						
USGS	01474500	2013-02-18	2740	A																																						
USGS	01474500	2013-02-19	2470	A																																						
USGS	01474500	2013-02-20	2830	A																																						
USGS	01474500	2013-02-21	2630	A																																						
USGS	01474500	2013-02-22	2280	A																																						
USGS	01474500	2013-02-23	2130	A																																						
USGS	01474500	2013-02-24	2190	A																																						
USGS	01474500	2013-02-25	2270	A																																						
USGS	01474500	2013-02-26	2110	A																																						
USGS	01474500	2013-02-27	3580	A																																						
USGS	01474500	2013-02-28	4210	A																																						
USGS	01474500	2013-03-01	3530	A																																						
USGS	01474500	2013-03-02	3050	A																																						
USGS	01474500	2013-03-03	2780	A																																						
USGS	01474500	2013-03-04	2530	A																																						
USGS	01474500	2013-03-05	2270	A																																						
USGS	01474500	2013-03-06	2240	A																																						
USGS	01474500	2013-03-07	2210	A																																						
USGS	01474500	2013-03-08	2000	A																																						
USGS	01474500	2013-03-09	1890	A																																						
USGS	01474500	2013-03-10	1780	A																																						
USGS	01474500	2013-03-11	1790	A																																						
USGS	01474500	2013-03-12	2950	A																																						
USGS	01474500	2013-03-13	10500	A																																						
USGS	01474500	2013-03-14	6430	A																																						
USGS	01474500	2013-03-15	4780	A																																						
USGS	01474500	2013-03-16	4050	A																																						
USGS	01474500	2013-03-17	3840	A																																						
USGS	01474500	2013-03-18	3540	A																																						
USGS	01474500	2013-03-19	5020	A																																						
USGS	01474500	2013-03-20	5320	A																																						
USGS	01474500	2013-03-21	4150	A																																						
USGS	01474500	2013-03-22	3620	A																																						
USGS	01474500	2013-03-23	3280	A																																						
USGS	01474500	2013-03-24	3010	A																																						
USGS	01474500	2013-03-25	3080	A																																						
USGS	01474500	2013-03-26	3450	A																																						
USGS	01474500	2013-03-27	3230	A																																						
USGS	01474500	2013-03-28	2730	A																																						
USGS	01474500	2013-03-29	2400	A																																						
USGS	01474500	2013-03-30	2260	A																																						
USGS	01474500	2013-03-31	2140	A																																						
USGS	01474500	2013-04-01	2190	A																																						
USGS	01474500	2013-04-02	2200	A																																						
USGS	01474500	2013-04-03	1970	A																																						
USGS	01474500	2013-04-04	1820	A																																						
USGS	01474500	2013-04-05	1750	A																																						
USGS	01474500	2013-04-06	1640	A																																						
USGS	01474500	2013-04-07	1590	A																																						
USGS	01474500	2013-04-08	1580	A																																						
USGS	01474500	2013-04-09	1540	A																																						
USGS	01474500	2013-04-10	1510	A																																						
USGS	01474500	2013-04-11	3350	A																																						
USGS	01474500	2013-04-12	3460	A																																						
USGS	01474500	2013-04-13	4800	A																																						
USGS	01474500	2013-04-14	3120	A																																						
USGS	01474500	2013-04-15	2440	A																																						
USGS	01474500	2013-04-16	2140	A																																						
USGS	01474500	2013-04-17	1950	A																																						
USGS	01474500	2013-04-18	1910	A																																						
USGS	01474500	2013-04-19	1920	A																																						
USGS	01474500	2013-04-20	8200	A																																						
USGS	01474500	2013-04-21	5120	A																																						
USGS	01474500	2013-04-22	3760	A																																						
USGS	01474500	2013-04-23	3110	A																																						
USGS	01474500	2013-04-24	2790	A																																						
USGS	01474500	2013-04-25	2560	A																																						
USGS	01474500	2013-04-26	2340	A																																						
USGS	01474500	2013-04-27	2120	A																																						
USGS	01474500	2013-04-28	1950	A																																						
USGS	01474500	2013-04-29	2030	A																																						
USGS	01474500	2013-04-30	2320	A																																						
USGS	01474500	2013-05-01	2300	A																																						
USGS	01474500	2013-05-02	1970	A																																						
USGS	01474500	2013-05-03	1720	A																																						
USGS	01474500	2013-05-04	1580	A																																						
USGS	01474500	2013-05-05	1530	A																																						
USGS	01474500	2013-05-06	1480	A																																						
USGS	01474500	2013-05-07	1430	A																																						
USGS	01474500	2013-05-08	1920	A																																						
USGS	01474500	2013-05-09	4310	A																																						
USGS	01474500	2013-05-10	3820	A																																						
USGS	01474500	2013-05-11	5950	A																																						
USGS	01474500	2013-05-12	6770	A																																						
USGS	01474500	2013-05-13	3950	A																																						
USGS	01474500	2013-05-14	3210	A																																						
USGS	01474500	2013-05-15	2810	A																																						
USGS	01474500	2013-05-16	2510	A																																						
USGS	01474500	2013-05-17	2270	A																																						
USGS	01474500	2013-05-18	2020	A																																						
USGS	01474500	2013-05-19	1930	A																																						
USGS	01474500	2013-05-20	1890	A																																						
USGS	01474500	2013-05-21	1840	A																																						
USGS	01474500	2013-05-22	1790	A																																						
USGS	01474500	2013-05-23	1800	A																																						
USGS	01474500	2013-05-24	2570	A																																						
USGS	01474500	2013-05-25	2160	A																																						
USGS	01474500	2013-05-26	1750	A																																						
USGS	01474500	2013-05-27	1490	A																																						
USGS	01474500	2013-05-28	1450	A																																						
USGS	01474500	2013-05-29	1580	A																																						
USGS	01474500	2013-05-30	1580	A																																						
USGS	01474500	2013-05-31	1380	A																																						
USGS	01474500	2013-06-01	1170	A																																						
USGS	01474500	2013-06-02	1080	A																																						
USGS	01474500	2013-06-03	1480	A																																						
USGS	01474500	2013-06-04	1280	A																																						
USGS	01474500	2013-06-05	1060	A																																						
USGS	01474500	2013-06-06	968	A																																						
USGS	01474500	2013-06-07	6630	A																																						
USGS	01474500	2013-06-08	14100	A																																						
USGS	01474500	2013-06-09	4050	A																																						
USGS	01474500	2013-06-10	9220	A																																						
USGS	01474500	2013-06-11	16400	A																																						
USGS	01474500	2013-06-12	6780	A																																						
USGS	01474500	2013-06-13	5430	A																																						
USGS	01474500	2013-06-14	6210	A																																						
USGS	01474500	2013-06-15	4840	A																																						
USGS	01474500	2013-06-16	3690	A																																						
USGS	01474500	2013-06-17	3090	A																																						
USGS	01474500	2013-06-18	3460	A																																						
USGS	01474500	2013-06-19	3340	A																																						
USGS	01474500	2013-06-20	2420	A																																						
USGS	01474500	2013-06-21	2050	A																																						
USGS	01474500	2013-06-22	1750	A																																						
USGS	01474500	2013-06-23	1610	A																																						
USGS	01474500	2013-06-24	1490	A																																						
USGS	01474500	2013-06-25	1360	A																																						
USGS	01474500	2013-06-26	1380	A																																						
USGS	01474500	2013-06-27	1820	A																																						
USGS	01474500	2013-06-28	4160	A																																						
USGS	01474500	2013-06-29	3090	A																																						
USGS	01474500	2013-06-30	2670	A																																						
USGS	01474500	2013-07-01	7770	A																																						
USGS	01474500	2013-07-02	7400	A																																						
