# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-10 09:43:49 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01482800 Delaware River at Reedy Island Jetty, DE
# -----------------------------------------------------------------------------------
#
# Data provided for site 01482800
#            TS   parameter     statistic     Description
#        118703       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        118704       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        118705       00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#        118706       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        118707       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        118708       00400     00003     pH, water, unfiltered, field, standard units (Mean)
#        118709       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        118710       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        118711       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        118712       00010     00003     Temperature, water, degrees Celsius (Mean)
#        118713       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        118714       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        118715       00300     00003     Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)
#        214299       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#        214300       63680     00003     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Mean)
#        214301       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#
# Data-value qualification codes included in this output:
#   ***  Value unavailable.
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	118703_00095_00001	118703_00095_00001_cd	118704_00095_00002	118704_00095_00002_cd	118705_00095_00003	118705_00095_00003_cd	118706_00400_00001	118706_00400_00001_cd	118707_00400_00002	118707_00400_00002_cd	118708_00400_00003	118708_00400_00003_cd	118709_00400_00008	118709_00400_00008_cd	118710_00010_00001	118710_00010_00001_cd	118711_00010_00002	118711_00010_00002_cd	118712_00010_00003	118712_00010_00003_cd	118713_00300_00001	118713_00300_00001_cd	118714_00300_00002	118714_00300_00002_cd	118715_00300_00003	118715_00300_00003_cd	214299_63680_00001	214299_63680_00001_cd	214300_63680_00003	214300_63680_00003_cd	214301_63680_00002	214301_63680_00002_cd
USGS	01482800	2018-01-25	12300	A	5690	A	7990	A	8.0	A	7.8	A			7.9	A	1.7	A	1.3	A	1.5	A	13.6	A	13.4	A	13.5	A						
USGS	01482800	2018-01-26	12600	A	3970	A	7280	A	7.9	A	7.8	A			7.9	A	1.9	A	1.2	A	1.5	A	13.6	A	13.4	A	13.5	A						
USGS	01482800	2018-01-27	12900	A	4230	A	7300	A	8.0	A	7.8	A			7.9	A	2.6	A	1.4	A	1.8	A	13.6	A	13.4	A	13.5	A						
USGS	01482800	2018-01-28	11400	A	3440	A	5910	A	8.0	A	7.8	A			7.8	A	2.5	A	2.0	A	2.3	A	13.5	A	13.3	A	13.4	A						
USGS	01482800	2018-01-29	13300	A	3200	A	6650	A	8.0	A	7.8	A			7.8	A	2.6	A	2.2	A	2.4	A	13.4	A	13.2	A	13.3	A						
USGS	01482800	2018-01-30	15500	A	3870	A	8700	A	8.0	A	7.8	A			7.9	A	2.6	A	2.3	A	2.5	A	13.4	A	13.2	A	13.3	A						
USGS	01482800	2018-01-31	13100	A	4260	A	7250	A	8.0	A	7.8	A			7.9	A	2.4	A	1.8	A	2.0	A	13.4	A	13.2	A	13.3	A						
USGS	01482800	2018-02-01	10600	A	4010	A	6340	A	7.9	A	7.8	A			7.8	A	2.2	A	1.9	A	2.1	A	13.4	A	13.2	A	13.3	A						
USGS	01482800	2018-02-02	9400	A	3280	A	5360	A	7.9	A	7.8	A			7.8	A	2.2	A	1.6	A	2.0	A	13.5	A	13.2	A	13.3	A						
USGS	01482800	2018-02-03	11100	A	3380	A	5410	A	8.0	A	7.8	A			7.9	A	1.9	A	1.3	A	1.6	A	13.5	A	13.3	A	13.4	A						
USGS	01482800	2018-02-04	9580	A	3230	A	5220	A	8.0	A	7.8	A			7.9	A	1.7	A	1.5	A	1.6	A	13.5	A	13.3	A	13.4	A						
USGS	01482800	2018-02-05	9920	A	2800	A	4790	A	7.9	A	7.8	A			7.9	A	1.8	A	1.4	A	1.6	A	13.5	A	13.3	A	13.4	A						
USGS	01482800	2018-02-06	9280	A	2620	A	4650	A	8.0	A	7.8	A			7.8	A	1.6	A	1.4	A	1.5	A	13.6	A	13.4	A	13.5	A						
USGS	01482800	2018-02-07	10600	A	2620	A	5730	A	8.0	A	7.8	A			7.9	A	1.8	A	1.4	A	1.6	A	13.5	A	13.3	A	13.4	A						
USGS	01482800	2018-02-08	8880	A	2820	A	4900	A	7.9	A	7.8	A			7.8	A	1.8	A	1.4	A	1.6	A	13.6	A	13.3	A	13.5	A						
USGS	01482800	2018-02-09	9950	A	2770	A	6100	A	8.0	A	7.8	A			7.9	A	1.9	A	1.3	A	1.6	A	13.6	A	13.4	A	13.5	A						
USGS	01482800	2018-02-10	11700	A	3360	A	7050	A	8.0	A	7.7	A			7.9	A	2.1	A	1.6	A	1.8	A	13.6	A	13.3	A	13.4	A						
USGS	01482800	2018-02-11	12500	A	3400	A	7000	A	8.0	A	7.7	A			7.9	A	3.0	A	2.0	A	2.3	A	13.4	A	13.2	A	13.3	A						
USGS	01482800	2018-02-12	7940	A	1460	A	4150	A	7.8	A	7.6	A			7.8	A	3.1	A	2.4	A	2.7	A	13.4	A	13.1	A	13.2	A						
USGS	01482800	2018-02-13	9190	A	1220	A	3700	A	7.9	A	7.6	A			7.7	A	3.2	A	2.3	A	2.7	A	13.3	A	13.1	A	13.2	A						
USGS	01482800	2018-02-14	9600	A	1220	A	3610	A	7.9	A	7.5	A			7.7	A	3.4	A	2.7	A	3.0	A	13.2	A	12.9	A	13.1	A						
USGS	01482800	2018-02-15	7530	A	1400	A	2870	A	7.8	A	7.6	A			7.6	A	3.6	A	3.1	A	3.3	A	13.1	A	12.8	A	12.9	A						
USGS	01482800	2018-02-16	7790	A	1370	A	3020	A	7.8	A	7.5	A			7.6	A	4.0	A	3.5	A	3.7	A	13.0	A	12.7	A	12.8	A						
USGS	01482800	2018-02-17	7540	A	1140	A	2530	A	7.8	A	7.5	A			7.6	A	3.9	A	3.6	A	3.7	A	13.0	A	12.6	A	12.7	A						
USGS	01482800	2018-02-18	4610	A	900	A	1920	A	7.7	A	7.5	A			7.6	A	4.3	A	3.6	A	3.9	A	12.7	A	12.4	A	12.6	A						
USGS	01482800	2018-02-19	4070	A	891	A	1340	A	7.7	A	7.5	A			7.5	A	4.1	A	3.8	A	4.0	A	12.6	A	12.3	A	12.5	A						
USGS	01482800	2018-02-20	3520	A	770	A	1180	A	7.6	A	7.5	A			7.5	A	5.0	A	4.1	A	4.5	A	12.5	A	12.3	A	12.4	A						
USGS	01482800	2018-02-21	1100	A	711	A	820	A	7.5	A	7.5	A			7.5	A	5.9	A	4.6	A	5.3	A	12.3	A	12.1	A	12.2	A						
USGS	01482800	2018-02-22	1310	A	671	A	745	A	7.5	A	7.5	A			7.5	A	6.0	A	5.4	A	5.7	A	12.3	A	12.1	A	12.2	A						
USGS	01482800	2018-02-23	4220	A	651	A	1130	A	7.6	A	7.5	A			7.5	A	6.2	A	5.5	A	5.8	A	12.3	A	11.9	A	12.1	A						
USGS	01482800	2018-02-24	3470	A	513	A	820	A	7.6	A	7.4	A			7.5	A	6.4	A	5.9	A	6.2	A	12.1	A	11.7	A	11.9	A						
USGS	01482800	2018-02-25	3210	A	492	A	817	A	7.6	A	7.4	A			7.5	A	6.4	A	6.1	A	6.3	A	11.9	A	11.5	A	11.7	A						
USGS	01482800	2018-02-26	4300	A	447	A	846	A	7.6	A	7.4	A			7.5	A	6.8	A	6.3	A	6.5	A	11.8	A	11.3	A	11.5	A						
USGS	01482800	2018-02-27	1520	A	385	A	481	A	7.5	A	7.4	A			7.5	A	7.3	A	6.5	A	6.8	A	11.5	A	11.2	A	11.4	A						
USGS	01482800	2018-02-28	463	A	383	A	422	A	7.5	A	7.4	A			7.5	A	7.4	A	6.7	A	7.1	A	11.5	A	11.3	A	11.4	A						
USGS	01482800	2018-03-01	483	A	397	A	421	A	7.5	A	7.4	A			7.5	A	7.4	A	7.1	A	7.2	A	11.4	A	10.9	A	11.3	A						
USGS	01482800	2018-03-02	457	A	283	A	409	A	7.8	A	7.4	A			7.5	A	7.3	A	6.2	A	6.9	A	12.0	A	11.1	A	11.6	A						
USGS	01482800	2018-03-03	6990	A	297	A	1750	A	7.9	A	7.6	A			7.7	A	6.8	A	5.6	A	6.4	A	12.3	A	11.8	A	12.0	A						
USGS	01482800	2018-03-04	13500	A	1290	A	5550	A	8.1	A	7.7	A			7.9	A	6.5	A	6.1	A	6.3	A	12.1	A	11.8	A	12.0	A						
USGS	01482800	2018-03-05	13100	A	1280	A	5770	A	8.1	A	7.7	A			7.9	A	6.2	A	5.8	A	6.1	A	12.1	A	11.7	A	12.0	A						
USGS	01482800	2018-03-06	13900	A	2690	A	7670	A	8.1	A	7.7	A			7.9	A	6.5	A	5.6	A	6.0	A	12.2	A	11.8	A	12.0	A						
USGS	01482800	2018-03-07	12900	A	2560	A	7290	A	8.1	A	7.7	A			7.9	A	6.3	A	5.5	A	5.9	A	12.1	A	11.7	A	11.9	A						
USGS	01482800	2018-03-08	10700	A	2400	A	5630	A	8.0	A	7.7	A			7.8	A	6.0	A	5.4	A	5.7	A	12.1	A	11.8	A	11.9	A						
USGS	01482800	2018-03-09	8570	A	1940	A	3890	A	7.9	A	7.6	A			7.7	A	5.9	A	5.3	A	5.5	A	12.1	A	11.8	A	12.0	A						
USGS	01482800	2018-03-10	6930	A	1250	A	3450	A	7.8	A	7.6	A			7.7	A	5.9	A	5.2	A	5.4	A	12.3	A	11.9	A	12.1	A						
USGS	01482800	2018-03-11	7750	A	1150	A	4460	A	7.8	A	7.5	A			7.7	A	6.0	A	5.2	A	5.5	A	12.3	A	11.9	A	12.0	A						
USGS	01482800	2018-03-12	12600	A	2630	A	6430	A	7.9	A	7.6	A			7.8	A	5.6	A	5.3	A	5.4	A	12.2	A	11.7	A	12.0	A						
USGS	01482800	2018-03-13	15700	A	6550	A	10300	A	8.1	A	7.7	A			7.9	A	5.8	A	5.2	A	5.4	A	12.2	A	11.8	A	12.0	A						
USGS	01482800	2018-03-14	16300	A	6780	A	11400	A	8.0	A	7.8	A			7.9	A	5.5	A	4.9	A	5.3	A	12.2	A	11.7	A	12.0	A						
USGS	01482800	2018-03-15	12600	A	4220	A	7730	A	8.0	A	7.7	A			7.8	A	5.4	A	4.7	A	5.0	A	12.4	A	11.9	A	12.1	A						
USGS	01482800	2018-03-16	12700	A	3880	A	7310	A	8.0	A	7.7	A			7.8	A	5.4	A	4.7	A	5.0	A	12.4	A	12.0	A	12.2	A						
USGS	01482800	2018-03-17	13000	A	3540	A	7170	A	8.0	A	7.7	A			7.8	A	5.1	A	4.5	A	4.8	A	12.4	A	12.1	A	12.2	A						
USGS	01482800	2018-03-18	12700	A	3650	A	6840	A	8.0	A	7.7	A			7.8	A	5.5	A	4.5	A	5.0	A	12.4	A	12.1	A	12.3	A						
USGS	01482800	2018-03-19	13400	A	3910	A	7670	A	8.0	A	7.7	A			7.8	A	5.9	A	5.0	A	5.3	A	12.4	A	12.2	A	12.3	A						
USGS	01482800	2018-03-20	12900	A	5240	A	7900	A	8.0	A	7.8	A			7.8	A	5.6	A	4.9	A	5.3	A	12.4	A	12.2	A	12.3	A						
USGS	01482800	2018-03-21	14800	A	6360	A	10200	A	8.1	A	7.8	A			7.9	A	5.2	A	4.5	A	4.9	A	12.4	A	12.2	A	12.3	A						
USGS	01482800	2018-03-22	13600	A	6050	A	9670	A	8.0	A	7.8	A			7.9	A	4.9	A	4.5	A	4.8	A	12.5	A	12.2	A	12.3	A						
USGS	01482800	2018-03-23	14400	A	5470	A	9050	A	8.1	A	7.8	A			7.9	A	5.2	A	4.6	A	4.9	A	12.6	A	12.3	A	12.4	A						
USGS	01482800	2018-03-24	11900	A	4770	A	7540	A	8.0	A	7.8	A			7.9	A	5.6	A	4.7	A	5.1	A	12.6	A	12.3	A	12.5	A						
USGS	01482800	2018-03-25	13700	A	4990	A	8470	A	8.2	A	7.8	A			7.9	A	5.7	A	5.0	A	5.3	A	12.7	A	12.4	A	12.5	A						
USGS	01482800	2018-03-26	15800	A	5520	A	9990	A	8.3	A	7.9	A			8.1	A	6.3	A	5.1	A	5.5	A	12.9	A	12.4	A	12.7	A						
USGS	01482800	2018-03-27	14100	A	5660	A	9230	A	8.2	A	7.8	A			8.0	A	6.2	A	5.5	A	5.8	A	12.9	A	12.5	A	12.6	A						
USGS	01482800	2018-03-28	14200	A	5590	A	8850	A	8.2	A	7.8	A			8.0	A	6.3	A	5.8	A	6.0	A	12.8	A	12.4	A	12.6	A						
USGS	01482800	2018-03-29	13100	A	5420	A	8420	A	8.2	A	7.8	A			7.9	A	7.2	A	6.1	A	6.5	A	12.8	A	12.2	A	12.5	A						
USGS	01482800	2018-03-30	12300	A	4940	A	7390	A	8.2	A	7.7	A			7.9	A	7.5	A	6.7	A	7.1	A	12.7	A	12.0	A	12.3	A						
USGS	01482800	2018-03-31	10300	A	4540	A	6360	A	8.0	A	7.7	A			7.8	A	8.1	A	7.0	A	7.4	A	12.4	A	11.8	A	12.1	A						
USGS	01482800	2018-04-01	10600	A	3950	A	6100	A	8.1	A	7.7	A			7.8	A	7.9	A	7.5	A	7.7	A	12.4	A	11.7	A	12.0	A						
USGS	01482800	2018-04-02	8730	A	3970	A	5470	A	7.9	A	7.5	A			7.7	A	7.9	A	7.4	A	7.7	A	12.1	A	11.6	A	11.8	A						
USGS	01482800	2018-04-03	10800	A	3560	A	5950	A	8.1	A	7.7	A			7.8	A	7.9	A	7.7	A	7.8	A	12.1	A	11.5	A	11.7	A						
USGS	01482800	2018-04-04	9820	A	3740	A	5490	A	8.0	A	7.6	A			7.8	A	8.6	A	7.7	A	8.0	A	11.8	A	11.3	A	11.6	A						
USGS	01482800	2018-04-05	5330	A	2500	A	3470	A	7.8	A	7.6	A			7.7	A	8.0	A	7.4	A	7.8	A	11.5	A	11.2	A	11.4	A						
USGS	01482800	2018-04-06	7480	A	2500	A	3850	A	7.9	A	7.5	A			7.7	A	8.3	A	7.7	A	8.0	A	11.6	A	11.2	A	11.4	A						
USGS	01482800	2018-04-07	6350	A	2020	A	3320	A	7.8	A	7.4	A			7.6	A	8.5	A	8.0	A	8.2	A	11.4	A	10.9	A	11.2	A						
USGS	01482800	2018-04-08	9080	A	2630	A	4960	A	7.8	A	7.5	A			7.6	A	8.7	A	7.6	A	8.0	A	11.4	A	10.9	A	11.2	A						
USGS	01482800	2018-04-09	11700	A	3570	A	6620	A	7.8	A	7.5	A			7.7	A	8.3	A	7.6	A	8.0	A	11.4	A	10.8	A	11.2	A						
USGS	01482800	2018-04-10	11000	A	3590	A	7320	A	7.7	A	7.4	A			7.6	A	8.8	A	7.8	A	8.2	A	11.2	A	10.5	A	10.9	A						
USGS	01482800	2018-04-11	12800	A	3660	A	8120	A	7.7	A	7.4	A			7.6	A	9.2	A	8.0	A	8.5	A	11.0	A	10.5	A	10.8	A						
USGS	01482800	2018-04-12	13500	A	4660	A	8800	A	7.8	A	7.4	A			7.6	A	9.6	A	8.6	A	8.9	A	10.9	A	10.5	A	10.7	A						
USGS	01482800	2018-04-13	10600	A	3710	A	6780	A	7.6	A	7.5	A			7.6	A	10.7	A	9.0	A	9.6	A	11.0	A	10.5	A	10.7	A						
USGS	01482800	2018-04-14	11200	A	3300	A	5820	A	7.6	A	7.5	A			7.5	A	11.3	A	9.8	A	10.5	A	10.9	A	10.4	A	10.7	A						
USGS	01482800	2018-04-15	12900	A	3510	A	7110	A	7.7	A	7.5	A			7.6	A	10.9	A	10.4	A	10.6	A	10.9	A	10.5	A	10.7	A						
USGS	01482800	2018-04-16	14200	A	4570	A	9560	A	7.7	A	7.6	A			7.6	A	10.8	A	10.4	A	10.6	A	10.9	A	10.3	A	10.7	A						
USGS	01482800	2018-04-17	10200	A	2810	A	5530	A	7.6	A	7.5	A			7.5	A	10.8	A	10.0	A	10.3	A	10.8	A	10.4	A	10.7	A						
USGS	01482800	2018-04-18	7070	A	2180	A	3610	A	7.5	A	7.3	A			7.4	A	10.6	A	9.7	A	10.1	A	10.9	A	9.9	A	10.7	A						
USGS	01482800	2018-04-19	6300	A	1710	A	2980	A	7.5	A	7.2	A			7.4	A	10.4	A	9.8	A	10.1	A	10.9	A	10.3	A	10.7	A						
USGS	01482800	2018-04-20	3780	A	1420	A	2190	A	7.4	A	7.3	A			7.4	A	10.3	A	9.6	A	9.9	A	11.1	A	10.6	A	10.9	A						
USGS	01482800	2018-04-21	5140	A	1280	A	2130	A	7.4	A	7.0	A			7.3	A	10.8	A	9.7	A	10.1	A	11.0	A	10.0	A	10.8	A						
USGS	01482800	2018-04-22	5200	A	1190	A	1910	A	7.4	A	7.0	A			7.2	A	12.0	A	10.1	A	10.5	A	10.9	A	10.0	A	10.6	A						
USGS	01482800	2018-04-23	4840	A	1280	A	1890	A	7.3	A	7.0	A			7.2	A	11.8	A	10.5	A	11.0	A	10.7	A	10.1	A	10.5	A						
USGS	01482800	2018-04-24	4800	A	1240	A	1920	A	7.4	A	7.2	A			7.3	A	11.7	A	11.0	A	11.3	A	11.0	A	10.4	A	10.6	A						
USGS	01482800	2018-04-25	5690	A	1270	A	2420	A	7.3	A	7.2	A			7.3	A	12.3	A	11.5	A	11.8	A	10.8	A	10.1	A	10.5	A						
USGS	01482800	2018-04-26	4850	A	1130	A	2120	A	7.3	A	7.1	A			7.2	A	13.2	A	11.8	A	12.3	A	10.5	A	9.6	A	10.3	A						
USGS	01482800	2018-04-27	4530	A	1090	A	1880	A	7.3	A	7.1	A			7.2	A	12.9	A	12.3	A	12.6	A	10.3	A	9.8	A	10.1	A						
USGS	01482800	2018-04-28	4150	A	999	A	1750	A	7.3	A	7.1	A			7.2	A	13.4	A	12.5	A	12.9	A	10.2	A	9.5	A	10.0	A						
USGS	01482800	2018-04-29	4150	A	824	A	1350	A	7.3	A	7.1	A			7.2	A	13.3	A	12.8	A	13.1	A	10.2	A	9.6	A	9.9	A						
USGS	01482800	2018-04-30	3650	A	740	A	1240	A	7.3	A	7.0	A			7.2	A	13.1	A	12.5	A	12.8	A	10.3	A	9.7	A	10.0	A						
USGS	01482800	2018-05-01	4810	A	817	A	1540	A	7.3	A	7.0	A			7.2	A	13.8	A	12.6	A	13.0	A	10.3	A	9.3	A	9.9	A						
USGS	01482800	2018-05-02	5320	A	811	A	1560	A	7.2	A	6.9	A			7.1	A	14.4	A	13.0	A	13.6	A	10.0	A	9.0	A	9.6	A						
USGS	01482800	2018-05-03	4240	A	747	A	1300	A	7.2	A	6.9	A			7.1	A	15.1	A	13.7	A	14.3	A	9.8	A	9.0	A	9.6	A						
USGS	01482800	2018-05-04	2660	A	745	A	1080	A	7.1	A	6.9	A			7.0	A	15.9	A	14.4	A	15.1	A	9.6	A	8.8	A	9.4	A						
USGS	01482800	2018-05-05	3090	A	723	A	1200	A	7.1	A	6.8	A			7.1	A	16.2	A	15.2	A	15.6	A	9.7	A	8.1	A	9.1	A						
USGS	01482800	2018-05-06	4380	A	813	A	1710	A	7.2	A	6.9	A			7.1	A	15.9	A	15.5	A	15.7	A	9.3	A	8.3	A	9.0	A						
USGS	01482800	2018-05-07	6070	A	827	A	2490	A	7.2	A	6.9	A			7.1	A	16.6	A	15.6	A	16.0	A	9.4	A	8.5	A	9.0	A						
USGS	01482800	2018-05-08	6640	A	1010	A	3200	A	7.3	A	7.0	A			7.2	A	17.9	A	15.9	A	16.5	A	9.5	A	8.4	A	9.1	A						
USGS	01482800	2018-05-09	7580	A	1700	A	3700	A	7.3	A	7.0	A			7.2	A	17.8	A	16.2	A	16.9	A	9.6	A	8.6	A	9.2	A						
USGS	01482800	2018-05-10	7250	A	1740	A	3950	A	7.3	A	7.1	A			7.2	A	18.0	A	16.8	A	17.2	A	9.6	A	8.6	A	9.2	A						
USGS	01482800	2018-05-11	7940	A	1880	A	3890	A	7.3	A	7.0	A			7.2	A	18.7	A	17.2	A	17.8	A	9.4	A	8.3	A	9.0	A						
USGS	01482800	2018-05-12	8690	A	1990	A	4040	A	7.3	A	7.1	A			7.2	A	18.7	A	17.7	A	18.1	A	9.4	A	8.6	A	9.1	A						
USGS	01482800	2018-05-13	9150	A	1960	A	4230	A	7.4	A	7.1	A			7.2	A	18.5	A	18.0	A	18.1	A	9.4	A	8.7	A	9.1	A						
USGS	01482800	2018-05-14	8160	A	2080	A	3850	A	7.3	A	7.1	A			7.2	A	18.6	A	17.9	A	18.2	A	9.4	A	8.6	A	9.0	A						
USGS	01482800	2018-05-15	8200	A	1940	A	3440	A	7.3	A	7.2	A			7.2	A	19.6	A	18.2	A	18.7	A	9.1	A	8.5	A	8.9	A						
USGS	01482800	2018-05-16	6880	A	1800	A	2900	A	7.3	A	7.2	A			7.2	A	19.4	A	18.8	A	19.1	A	9.0	A	8.2	A	8.7	A						
USGS	01482800	2018-05-17	7160	A	1500	A	2800	A	7.3	A	7.0	A			7.2	A	19.4	A	19.0	A	19.2	A	8.7	A	8.0	A	8.5	A						
USGS	01482800	2018-05-18	5680	A	1140	A	2050	A	7.3	A	7.1	A			7.2	A	19.3	A	18.6	A	19.0	A	9.1	A	7.8	A	8.5	A						
USGS	01482800	2018-05-19	5660	A	874	A	2070	A	7.3	A	7.2	A			7.3	A	19.0	A	18.4	A	18.6	A	8.9	A	8.0	A	8.5	A						
USGS	01482800	2018-05-20	2690	A	728	A	1270	A	7.3	A	7.2	A			7.2	A	19.5	A	18.4	A	18.9	A	8.9	A	7.8	A	8.4	A						
USGS	01482800	2018-05-21	1000	A	612	A	835	A	7.2	A	7.2	A			7.2	A	20.5	A	18.9	A	19.5	A	8.7	A	7.7	A	8.3	A						
USGS	01482800	2018-05-22	909	A	550	A	711	A	7.2	A	7.1	A			7.2	A	20.0	A	19.4	A	19.6	A	8.6	A	7.0	A	8.1	A						
USGS	01482800	2018-05-23	734	A	508	A	621	A	7.2	A	7.1	A			7.1	A	20.4	A	19.6	A	20.0	A	8.3	A	7.0	A	7.9	A						
USGS	01482800	2018-05-24	1750	A	437	A	584	A	7.2	A	7.1	A			7.2	A	21.5	A	20.0	A	20.4	A	8.1	A	7.3	A	7.7	A						
USGS	01482800	2018-05-25	1810	A	436	A	530	A	7.3	A	7.1	A			7.2	A	21.9	A	20.3	A	20.8	A	8.0	A	7.2	A	7.6	A						
USGS	01482800	2018-05-26	1420	A	430	A	528	A	7.3	A	7.2	A			7.2	A	22.3	A	20.8	A	21.4	A	8.1	A	7.2	A	7.6	A						
USGS	01482800	2018-05-27	2180	A	468	A	630	A	7.3	A	7.2	A			7.2	A	22.3	A	21.5	A	21.9	A	7.9	A	7.0	A	7.5	A						
USGS	01482800	2018-05-28	2180	A	499	A	701	A	7.3	A	7.2	A			7.2	A	22.0	A	21.4	A	21.7	A	7.9	A	6.8	A	7.4	A						
USGS	01482800	2018-05-29	2840	A	430	A	647	A	7.3	A	7.0	A			7.2	A	21.9	A	21.3	A	21.6	A	7.8	A	6.9	A	7.4	A						
USGS	01482800	2018-05-30	2310	A	446	A	610	A	7.3	A	7.1	A			7.2	A	22.1	A	21.4	A	21.7	A	7.8	A	6.8	A	7.4	A						
USGS	01482800	2018-05-31	2420	A	440	A	682	A	7.3	A	7.1	A			7.2	A	22.3	A	21.6	A	21.8	A	7.7	A	6.8	A	7.4	A						
USGS	01482800	2018-06-01	3180	A	434	A	781	A	7.3	A	7.1	A			7.2	A	22.6	A	21.9	A	22.2	A	7.5	A	6.8	A	7.2	A						
USGS	01482800	2018-06-02	3380	A	469	A	883	A	7.2	A	7.1	A			7.2	A	23.4	A	22.3	A	22.6	A	7.2	A	6.6	A	6.9	A						
USGS	01482800	2018-06-03	5060	A	577	A	1720	A	7.4	A	7.2	A			7.3	A	22.7	A	21.8	A	22.3	A	7.7	A	6.6	A	7.2	A						
USGS	01482800	2018-06-04	7530	A	647	A	3020	A	7.4	A	7.2	A			7.3	A	22.4	A	21.5	A	22.0	A	7.6	A	6.8	A	7.2	A						
USGS	01482800	2018-06-05	8040	A	1210	A	3960	A	7.4	A	7.3	A			7.4	A	22.3	A	21.6	A	21.9	A	7.6	A	6.7	A	7.2	A						
USGS	01482800	2018-06-06	8860	A	1230	A	5000	A	7.5	A	7.3	A			7.4	A	22.5	A	21.4	A	21.8	A	7.7	A	6.8	A	7.3	A						
USGS	01482800	2018-06-07	11200	A	3120	A	7040	A	7.5	A	7.4	A			7.4	A	22.5	A	21.5	A	21.9	A	7.7	A	6.8	A	7.3	A						
USGS	01482800	2018-06-08	10600	A	3600	A	6380	A	7.5	A	7.4	A			7.4	A	22.8	A	21.7	A	22.1	A	7.7	A	6.8	A	7.3	A						
USGS	01482800	2018-06-09	10500	A	2950	A	5710	A	7.4	A	7.3	A			7.4	A	23.1	A	22.1	A	22.5	A	7.4	A	6.6	A	7.1	A						
USGS	01482800	2018-06-10	11400	A	2970	A	5830	A	7.4	A	7.3	A			7.4	A	23.0	A	22.4	A	22.7	A	7.5	A	6.5	A	7.0	A						
USGS	01482800	2018-06-11	11100	A	3010	A	6050	A	7.4	A	7.3	A			7.4	A	22.5	A	21.8	A	22.2	A	7.7	A	6.7	A	7.2	A						
USGS	01482800	2018-06-12	9700	A	2850	A	5060	A	7.4	A	7.3	A			7.4	A	22.5	A	21.5	A	22.0	A	7.9	A	6.9	A	7.3	A						
USGS	01482800	2018-06-13	9190	A	2600	A	4360	A	7.4	A	7.3	A			7.4	A	22.7	A	21.9	A	22.1	A	7.7	A	6.9	A	7.4	A						
USGS	01482800	2018-06-14	8660	A	2530	A	3920	A	7.4	A	7.3	A			7.4	A	22.9	A	22.2	A	22.5	A	7.7	A	6.9	A	7.4	A						
USGS	01482800	2018-06-15	9120	A	2380	A	4350	A	7.4	A	7.3	A			7.4	A	23.2	A	22.2	A	22.6	A	7.6	A	6.8	A	7.3	A						
USGS	01482800	2018-06-16	10200	A	2760	A	4940	A	7.4	A	7.3	A			7.3	A	23.6	A	22.5	A	23.0	A	7.5	A	6.8	A	7.2	A						
USGS	01482800	2018-06-17	9170	A	2870	A	4600	A	7.4	A	7.2	A			7.3	A	24.0	A	23.0	A	23.5	A	7.4	A	6.6	A	7.1	A						
USGS	01482800	2018-06-18	8730	A	2990	A	4670	A	7.4	A	7.3	A			7.3	A	24.6	A	23.6	A	24.1	A	7.4	A	6.5	A	7.0	A						
USGS	01482800	2018-06-19	7920	A	2820	A	4300	A	7.4	A	7.3	A			7.3	A	25.1	A	24.2	A	24.6	A	7.3	A	6.6	A	7.0	A						
